[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], sweater ,[Time], 0.014837503433227539
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5875382423400879
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5996346473693848
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6118690967559814
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012508153915405273
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025284767150878906
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03781771659851074
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05023908615112305
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06287837028503418
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07544660568237305
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08802270889282227
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10053515434265137
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11327242851257324
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12581133842468262
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.139296293258667
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1523151397705078
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16542506217956543
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17797279357910156
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19092726707458496
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2036588191986084
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2163982391357422
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22945475578308105
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24258852005004883
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2556140422821045
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26803016662597656
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28041601181030273
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29288339614868164
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30542802810668945
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.318145751953125
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33048558235168457
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34296226501464844
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.35533952713012695
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3682281970977783
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.381087064743042
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3945450782775879
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4077889919281006
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4211287498474121
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], sweater ,[Time], 0.4351234436035156
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4483010768890381
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4618058204650879
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4744839668273926
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.48702239990234375
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4998505115509033
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5124824047088623
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5247974395751953
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5369465351104736
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5492038726806641
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5617766380310059
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5740702152252197
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5866782665252686
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5993335247039795
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6116132736206055
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6243448257446289
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6365349292755127
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.013411283493041992
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025728940963745117
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.0390317440032959
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05162787437438965
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06417202949523926
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07711315155029297
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08960318565368652
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.1021108627319336
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11459589004516602
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.1271815299987793
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.13950014114379883
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15192532539367676
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16386771202087402
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17601680755615234
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.18800020217895508
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20013070106506348
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2121906280517578
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22423100471496582
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23604941368103027
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24803829193115234
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26023054122924805
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27237725257873535
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2845191955566406
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29700303077697754
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3091623783111572
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3212928771972656
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33337926864624023
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34558844566345215
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.35783910751342773
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.37003111839294434
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3822166919708252
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.3943955898284912
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4065413475036621
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.41867589950561523
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4307212829589844
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.44284892082214355
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.45485568046569824
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4672064781188965
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.47926998138427734
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.49198198318481445
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5040011405944824
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5161619186401367
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5281634330749512
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5401899814605713
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5521683692932129
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5642304420471191
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5763242244720459
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5884785652160645
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6004781723022461
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6124701499938965
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.014816999435424805
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.027767658233642578
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.04025530815124512
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05287671089172363
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06543302536010742
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07793712615966797
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.0903923511505127
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10299229621887207
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11557412147521973
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12830138206481934
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14093637466430664
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15348434448242188
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16591954231262207
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17838025093078613
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19083881378173828
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2033834457397461
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2156505584716797
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22823309898376465
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24066591262817383
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2531278133392334
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2655785083770752
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27804017066955566
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2904672622680664
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30300307273864746
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3153388500213623
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.327913761138916
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3403911590576172
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3528575897216797
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36518359184265137
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.37771010398864746
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.38997912406921387
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4024045467376709
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4147012233734131
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.42699623107910156
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.43926501274108887
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.451801061630249
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4643118381500244
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.47676873207092285
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.48914504051208496
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.501676082611084
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.513930082321167
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5262751579284668
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5385088920593262
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5508577823638916
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5631465911865234
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5754725933074951
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5876593589782715
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5998654365539551
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6120872497558594
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6243877410888672
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012406349182128906
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02498149871826172
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03798937797546387
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.050516605377197266
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.0631253719329834
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07583808898925781
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08839988708496094
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10098934173583984
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11342382431030273
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.1258549690246582
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.13733482360839844
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14902353286743164
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 83 ,[Category], shirt ,[Pred], sweater ,[Time], 0.16018247604370117
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17216134071350098
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1837630271911621
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19602370262145996
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2082657814025879
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 88 ,[Category], shirt ,[Pred], sweater ,[Time], 0.21995806694030762
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 89 ,[Category], shirt ,[Pred], sweater ,[Time], 0.23152971267700195
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24376177787780762
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2559397220611572
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2681241035461426
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28041887283325195
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29272890090942383
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30498600006103516
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3172900676727295
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32921504974365234
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34150052070617676
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3536505699157715
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36592936515808105
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3781561851501465
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.3906550407409668
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4029836654663086
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4151611328125
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.42737603187561035
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.43981432914733887
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.45202207565307617
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4642295837402344
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.47655463218688965
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.4887666702270508
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5008571147918701
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5125575065612793
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5241227149963379
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5364081859588623
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5484488010406494
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5599365234375
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.572037935256958
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5841212272644043
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5962607860565186
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6083123683929443
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01267862319946289
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02512216567993164
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03755497932434082
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.049947261810302734
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06254339218139648
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07518601417541504
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.0878598690032959
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10047292709350586
[train]: no. 02 ,bandwidth, 75 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11310338973999023
