[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01526784896850586
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12536859512329102
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.13732576370239258
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14951109886169434
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16141057014465332
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17374157905578613
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.18599367141723633
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1982898712158203
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21045804023742676
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], sweater ,[Time], 0.22266244888305664
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], sweater ,[Time], 0.23444008827209473
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2467668056488037
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.25890016555786133
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2710292339324951
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28330063819885254
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29564905166625977
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30788397789001465
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32013821601867676
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33220863342285156
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34444618225097656
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3566439151763916
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36897921562194824
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3811936378479004
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.39334726333618164
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4055938720703125
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4177892208099365
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.43014097213745117
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4424004554748535
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.45465707778930664
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.46700477600097656
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.47927045822143555
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.49158596992492676
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5038752555847168
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5161516666412354
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.527968168258667
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5403106212615967
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5525832176208496
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5645442008972168
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5770549774169922
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5893435478210449
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6016809940338135
[train]: no. 01 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6141161918640137
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.0132598876953125
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025726795196533203
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03840041160583496
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05098533630371094
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06358766555786133
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07625818252563477
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08876943588256836
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10126948356628418
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11387801170349121
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12631940841674805
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1391737461090088
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15202713012695312
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16463303565979004
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17744874954223633
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1900653839111328
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20266389846801758
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21546554565429688
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22812342643737793
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24082374572753906
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.25379276275634766
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2661440372467041
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2784249782562256
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2907397747039795
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3032362461090088
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31566429138183594
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32798266410827637
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3403661251068115
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.35280489921569824
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36521267890930176
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.37757372856140137
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3907148838043213
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4034266471862793
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.41602134704589844
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], sweater ,[Time], 0.4300696849822998
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.44278383255004883
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.45584988594055176
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4683210849761963
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.48081469535827637
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.49348950386047363
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5059747695922852
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5181446075439453
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.53029465675354
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5425426959991455
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5548501014709473
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5671670436859131
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5794150829315186
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5916149616241455
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.603766679763794
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.616013765335083
[train]: no. 02 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.628166913986206
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.011947393417358398
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.024730920791625977
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.037303924560546875
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.049490928649902344
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06165456771850586
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07379865646362305
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08591318130493164
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09788823127746582
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11002469062805176
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.1221766471862793
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.13417768478393555
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14611053466796875
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15804004669189453
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1700441837310791
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1821427345275879
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1941535472869873
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20616745948791504
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2181224822998047
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22998428344726562
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2417616844177246
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2536602020263672
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2655212879180908
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27747178077697754
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2893640995025635
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3012819290161133
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3132328987121582
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3251786231994629
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33704638481140137
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34895801544189453
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36070775985717773
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.37268614768981934
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.384594202041626
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.3965592384338379
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4084897041320801
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.42052483558654785
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4324815273284912
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.44431281089782715
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.45612096786499023
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.46800684928894043
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.47985291481018066
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4915800094604492
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5033502578735352
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5151691436767578
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5272312164306641
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5390567779541016
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5508434772491455
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5626950263977051
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5746369361877441
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.586529016494751
[train]: no. 03 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5982234477996826
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.013180255889892578
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025688648223876953
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03797435760498047
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05015730857849121
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06240224838256836
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07461047172546387
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08672237396240234
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09909558296203613
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1117093563079834
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.1242530345916748
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.13671612739562988
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14921045303344727
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16169071197509766
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17412805557250977
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1866154670715332
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19903850555419922
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21108269691467285
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2231893539428711
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2352888584136963
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2473306655883789
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.25940418243408203
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27150917053222656
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28354930877685547
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2957432270050049
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3078937530517578
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32001519203186035
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33206772804260254
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3441004753112793
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3561575412750244
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3681950569152832
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3803141117095947
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.392519474029541
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.40477514266967773
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4167439937591553
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4287564754486084
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.44084978103637695
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4529576301574707
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4649538993835449
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.47712159156799316
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.48920369148254395
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5012314319610596
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5133390426635742
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5253617763519287
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5374736785888672
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5495951175689697
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.561673641204834
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5736978054046631
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5856308937072754
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5976722240447998
[train]: no. 04 ,bandwidth, 80 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6096560955047607
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012322425842285156
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.024560928344726562
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03663969039916992
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.048906564712524414
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06106972694396973
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07313013076782227
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08513903617858887
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09710264205932617
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.10914969444274902
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12115192413330078
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1323843002319336
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14381837844848633
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 83 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1547861099243164
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16646742820739746
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.17804217338562012
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.18989014625549316
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20179009437561035
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 88 ,[Category], shirt ,[Pred], sweater ,[Time], 0.21341371536254883
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 89 ,[Category], shirt ,[Pred], sweater ,[Time], 0.2248237133026123
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23663091659545898
[train]: no. 01 ,bandwidth, 75 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24837493896484375
